x1,x2,y
-0.1784637424485631,1.1442869652435126,0
0.7495904145465281,0.8352596500090168,0
0.9548472585837162,0.9631888877436283,0
-0.844555153601184,1.5936922615224183,0
0.7645416621333129,1.1807868743362366,0
-0.6060513743793615,0.6931615422735385,0
0.4679612044212451,0.44341087447755145,0
-0.38952443129654285,1.3673269879717642,0
1.3531627422439518,2.0961189147860435,0
2.2954452393098177,2.2375129860406773,0
1.6211827703905763,2.692674773323644,0
0.8584072176711303,2.375768390096746,0
-0.015044196592351669,0.7551524591177785,0
2.3445433562370916,3.2071710125134536,0
-0.028297874922390175,1.102774000298398,0
1.5146839634063216,2.268743328404226,0
1.2676392923050268,1.5662363932232009,0
-0.37367728045284054,-0.4342697042485071,0
-0.4992238039806127,1.4626238439138377,0
0.5358164393793031,1.5182463055524684,0
-0.12674976384362296,0.9226719075256422,0
0.9402238057078762,2.239144666991396,0
-0.17395691182432033,-1.086805174004268,0
-0.7622062694262289,0.21487420350894715,0
-0.6723670613360704,2.6036668507314094,0
0.0992803767020507,-0.33202666327168506,0
-0.40253307882607703,1.2077397337406521,0
-0.25383330388293224,1.5178275522556914,0
-0.3428805600759971,1.390229501683549,0
-0.7557852676418119,-0.7405821016333693,0
0.11182648751603805,0.575035566912016,0
0.6028934873446807,0.2969368325952513,0
0.5825533001319402,1.4728781626219027,0
-1.4033171544297836,0.6758468701916587,0
1.5367375776874237,1.9116828788417748,0
0.6632460452284317,-0.6051033525085561,0
0.43037655679380693,1.4070964194832218,0
-1.4207150621212854,0.10232869920551235,0
0.4821740550021292,1.1415694756345636,0
-0.7038135814186096,1.9874836356974523,0
2.365425000359473,1.6752555184148448,1
1.8442848471742093,2.412817635111407,1
1.6999646192922238,1.3818533601854748,1
1.9468627139563996,1.9282849049632877,1
1.6462100988309372,3.5265346386500935,1
2.6148847490220617,2.575954342809812,1
3.0964579405065975,2.548434755164579,1
2.5494869201246035,2.540780390152158,1
3.4458500897709214,1.3643472759038127,1
2.356956830283132,-0.3651905149064518,1
1.9130727540939536,1.4221185407925963,1
3.3957523372572105,3.660279521929392,1
2.5014266626223622,1.1603133298665467,1
2.3260686410432827,2.657272552181526,1
2.2203930908157483,1.9359468564766358,1
1.9412377657722035,3.0739252463348645,1
2.98653179881027,1.3197796015372605,1
1.5477093176871815,1.6046076514939827,1
1.4829371227873671,1.9019150833319296,1
1.5303247849070711,3.0977352544605194,1
1.7783417203563494,1.9223441017293172,1
1.1137436516352641,0.9224910573188103,1
3.326828784619191,1.5024890554777126,1
4.416965968383808,0.9847547432431063,1
4.055440519456524,1.239944551884507,1
3.342518840978805,1.9791958400798522,1
1.185219949178082,1.3963724267780022,1
2.0458295371032276,4.060021374084247,1
2.0910025593215553,1.9848953366663098,1
1.7519809742859778,1.4942032372672287,1
0.9931118402254739,2.764529763431155,1
1.7719505488366907,1.6894084885642764,1
1.9488438761179077,0.9393313362738172,1
1.0953588808686818,3.1223222437971225,1
1.4291320323571068,2.9866338433261905,1
2.5665764159532545,1.4468843716195532,1
2.6563813793533995,1.7530359538025118,1
2.325113718566923,1.7200141213939137,1
2.8341059548307435,0.611221069074144,1
0.46934924506403086,3.1364369028536254,1
